,word,phones,phonetic_leaf
8644,overpower,"['OW2', 'V', 'ER0', 'P', 'AW1', 'ER0']",a
8645,overpowering,"['OW1', 'V', 'ER0', 'P', 'AW1', 'R', 'IH0', 'NG']",a
8646,override,"['OW1', 'V', 'ER0', 'R', 'AY2', 'D']",d
8647,overriding,"['OW1', 'V', 'ER0', 'R', 'AY2', 'D', 'IH0', 'NG']",a
8648,overseas,"['OW1', 'V', 'ER0', 'S', 'IY1', 'Z']",e
8649,oversee,"['OW1', 'V', 'ER0', 'S', 'IY2']",a
8650,overseeing,"['OW1', 'V', 'ER0', 'S', 'IY2', 'IH0', 'NG']",a
8651,overseers,"['OW2', 'V', 'ER0', 'S', 'IY1', 'ER0', 'Z']",e
8652,overshadowed,"['OW2', 'V', 'ER0', 'SH', 'AE1', 'D', 'OW0', 'D']",d
8653,oversight,"['OW1', 'V', 'ER0', 'S', 'AY2', 'T']",d
8654,overstated,"['OW1', 'V', 'ER0', 'S', 'T', 'EY2', 'T', 'IH0', 'D']",d
8655,overt,"['OW1', 'V', 'ER0', 'T']",d
8656,overtake,"['OW1', 'V', 'ER0', 'T', 'EY2', 'K']",d
8657,overtaken,"['OW1', 'V', 'ER0', 'T', 'EY2', 'K', 'AH0', 'N']",d
8658,overtaking,"['OW1', 'V', 'ER0', 'T', 'EY2', 'K', 'IH0', 'NG']",a
8659,overthrew,"['OW2', 'V', 'ER0', 'TH', 'R', 'UW1']",a
8660,overthrow,"['OW1', 'V', 'ER0', 'TH', 'R', 'OW2']",a
8661,overthrown,"['OW2', 'V', 'ER0', 'TH', 'R', 'OW1', 'N']",d
8662,overtones,"['OW1', 'V', 'ER0', 'T', 'OW2', 'N', 'Z']",e
8663,overtook,"['OW2', 'V', 'ER0', 'T', 'UH1', 'K']",d
8664,overtures,"['OW1', 'V', 'ER0', 'CH', 'UH2', 'R', 'Z']",e
8665,overwhelming,"['OW2', 'V', 'ER0', 'W', 'EH1', 'L', 'M', 'IH0', 'NG']",a
8666,overwhelming,"['OW2', 'V', 'ER0', 'HH', 'W', 'EH1', 'L', 'M', 'IH0', 'NG']",a
8667,overwork,"['OW2', 'V', 'ER0', 'W', 'ER1', 'K']",d
8668,overworked,"['OW2', 'V', 'ER0', 'W', 'ER1', 'K', 'T']",d
8669,owed,"['OW1', 'D']",i
8670,owes,"['OW1', 'Z']",j
8671,owing,"['OW1', 'IH0', 'NG']",g
8672,owls,"['AW1', 'L', 'Z']",j
8673,own,"['OW1', 'N']",i
8674,owned,"['OW1', 'N', 'D']",i
8675,owner,"['OW1', 'N', 'ER0']",g
8676,owners,"['OW1', 'N', 'ER0', 'Z']",e
8677,ownership,"['OW1', 'N', 'ER0', 'SH', 'IH2', 'P']",d
8678,owning,"['OW1', 'N', 'IH0', 'NG']",a
8679,ox,"['AA1', 'K', 'S']",j
8680,oxenford,"['AA1', 'K', 'S', 'IH0', 'N', 'F', 'ER0', 'D']",d
8681,oxford,"['AA1', 'K', 'S', 'F', 'ER0', 'D']",d
8682,oxford's,"['AA1', 'K', 'S', 'F', 'ER0', 'D', 'Z']",e
8683,oxidation,"['AA2', 'K', 'S', 'AH0', 'D', 'EY1', 'SH', 'AH0', 'N']",d
8684,oxidized,"['AA1', 'K', 'S', 'AH0', 'D', 'AY2', 'Z', 'D']",d
8685,oxon,"['AA1', 'K', 'S', 'AH0', 'N']",d
8686,oxygen,"['AA1', 'K', 'S', 'IH0', 'JH', 'AH0', 'N']",d
8687,oxygen,"['AA1', 'K', 'S', 'AH0', 'JH', 'AH0', 'N']",d
8688,oxygenation,"['AA1', 'K', 'S', 'AH0', 'JH', 'AH0', 'N', 'EY1', 'SH', 'AH0', 'N']",d
8689,ozzie,"['AA1', 'Z', 'IY0']",g
8690,p,"['P', 'IY1']",g
8691,pace,"['P', 'EY1', 'S']",b
8692,pacific,"['P', 'AH0', 'S', 'IH1', 'F', 'IH0', 'K']",d
8693,pacing,"['P', 'EY1', 'S', 'IH0', 'NG']",a
8694,pack,"['P', 'AE1', 'K']",b
8695,package,"['P', 'AE1', 'K', 'AH0', 'JH']",d
8696,package,"['P', 'AE1', 'K', 'IH0', 'JH']",d
8697,packages,"['P', 'AE1', 'K', 'IH0', 'JH', 'IH0', 'Z']",e
8698,packed,"['P', 'AE1', 'K', 'T']",d
8699,packet,"['P', 'AE1', 'K', 'IH0', 'T']",d
8700,packing,"['P', 'AE1', 'K', 'IH0', 'NG']",a
8701,paddle,"['P', 'AE1', 'D', 'AH0', 'L']",a
8702,padlocked,"['P', 'AE1', 'D', 'L', 'AA2', 'K', 'T']",d
8703,page,"['P', 'EY1', 'JH']",b
8704,pages,"['P', 'EY1', 'JH', 'IH0', 'Z']",e
8705,paget,"['P', 'AE1', 'JH', 'AH0', 'T']",d
8706,paid,"['P', 'EY1', 'D']",b
8707,pail,"['P', 'EY1', 'L']",g
8708,pain,"['P', 'EY1', 'N']",b
8709,paine,"['P', 'EY1', 'N']",b
8710,paine's,"['P', 'EY1', 'N', 'Z']",e
8711,paines,"['P', 'EY1', 'N', 'Z']",e
8712,painful,"['P', 'EY1', 'N', 'F', 'AH0', 'L']",a
8713,pains,"['P', 'EY1', 'N', 'Z']",e
8714,paint,"['P', 'EY1', 'N', 'T']",d
8715,painted,"['P', 'EY1', 'N', 'T', 'IH0', 'D']",d
8716,painters,"['P', 'EY1', 'N', 'T', 'ER0', 'Z']",e
8717,pair,"['P', 'EH1', 'R']",g
8718,pal,"['P', 'AE1', 'L']",g
8719,palace,"['P', 'AE1', 'L', 'AH0', 'S']",e
8720,palaces,"['P', 'AE1', 'L', 'AH0', 'S', 'AH0', 'Z']",e
8721,palaces,"['P', 'AE1', 'L', 'AH0', 'S', 'IH0', 'Z']",e
8722,pale,"['P', 'EY1', 'L']",g
8723,paleness,"['P', 'EY1', 'L', 'N', 'AH0', 'S']",e
8724,paleontology,"['P', 'EY2', 'L', 'IY0', 'AH0', 'N', 'T', 'AA1', 'L', 'AH0', 'JH', 'IY0']",a
8725,palestine,"['P', 'AE1', 'L', 'AH0', 'S', 'T', 'AY2', 'N']",d
8726,palled,"['P', 'AA1', 'L', 'D']",d
8727,palliation,"['P', 'AE1', 'L', 'IY0', 'EY1', 'SH', 'AH0', 'N']",d
8728,palm,"['P', 'AA1', 'M']",b
8729,palm,"['P', 'AA1', 'L', 'M']",d
8730,palmer,"['P', 'AA1', 'M', 'ER0']",a
8731,palmer,"['P', 'AA1', 'L', 'M', 'ER0']",a
8732,palmer's,"['P', 'AA1', 'L', 'M', 'ER0', 'Z']",e
8733,palmprint,"['P', 'AA1', 'M', 'P', 'R', 'IH0', 'N', 'T']",d
8734,palms,"['P', 'AA1', 'L', 'M', 'Z']",e
8735,palpable,"['P', 'AE1', 'L', 'P', 'AH0', 'B', 'AH0', 'L']",a
8736,paltry,"['P', 'AO1', 'L', 'T', 'R', 'IY0']",a
8737,pampering,"['P', 'AE1', 'M', 'P', 'ER0', 'IH0', 'NG']",a
8738,pamphlet,"['P', 'AE1', 'M', 'F', 'L', 'AH0', 'T']",d
8739,pamphlets,"['P', 'AE1', 'M', 'F', 'L', 'AH0', 'T', 'S']",e
8740,pan,"['P', 'AE1', 'N']",b
8741,panacea,"['P', 'AE2', 'N', 'AH0', 'S', 'IY1', 'AH0']",a
8742,panel,"['P', 'AE1', 'N', 'AH0', 'L']",a
8743,panels,"['P', 'AE1', 'N', 'AH0', 'L', 'Z']",e
8744,panes,"['P', 'EY1', 'N', 'Z']",e
8745,pangs,"['P', 'AE1', 'NG', 'Z']",e
8746,panic,"['P', 'AE1', 'N', 'IH0', 'K']",d
8747,pans,"['P', 'AE1', 'N', 'Z']",e
8748,pantaloons,"['P', 'AE1', 'N', 'T', 'AH0', 'L', 'UW2', 'N', 'Z']",e
8749,panted,"['P', 'AE1', 'N', 'T', 'IH0', 'D']",d
8750,pantry,"['P', 'AE1', 'N', 'T', 'R', 'IY0']",a
8751,pants,"['P', 'AE1', 'N', 'T', 'S']",e
8752,paper,"['P', 'EY1', 'P', 'ER0']",a
8753,papers,"['P', 'EY1', 'P', 'ER0', 'Z']",e
8754,parade,"['P', 'ER0', 'EY1', 'D']",d
8755,paraded,"['P', 'ER0', 'EY1', 'D', 'IH0', 'D']",d
8756,parades,"['P', 'ER0', 'EY1', 'D', 'Z']",e
8757,paradise,"['P', 'EH1', 'R', 'AH0', 'D', 'AY2', 'S']",e
8758,paraffin,"['P', 'EH1', 'R', 'AH0', 'F', 'AH0', 'N']",d
8759,paragraph,"['P', 'AE1', 'R', 'AH0', 'G', 'R', 'AE2', 'F']",d
8760,paragraph,"['P', 'EH1', 'R', 'AH0', 'G', 'R', 'AE2', 'F']",d
8761,paragraphs,"['P', 'EH1', 'R', 'AH0', 'G', 'R', 'AE2', 'F', 'S']",e
8762,parallel,"['P', 'EH1', 'R', 'AH0', 'L', 'EH2', 'L']",a
8763,parallels,"['P', 'EH1', 'R', 'AH0', 'L', 'EH2', 'L', 'Z']",e
8764,paralysis,"['P', 'ER0', 'AE1', 'L', 'AH0', 'S', 'AH0', 'S']",e
8765,paralyzed,"['P', 'EH1', 'R', 'AH0', 'L', 'AY2', 'Z', 'D']",d
8766,paramount,"['P', 'EH1', 'R', 'AH0', 'M', 'AW2', 'N', 'T']",d
8767,paramours,"['P', 'EH1', 'R', 'AH0', 'M', 'UH1', 'R', 'Z']",e
8768,paranoid,"['P', 'EH1', 'R', 'AH0', 'N', 'OY2', 'D']",d
8769,paraphernalia,"['P', 'EH2', 'R', 'AH0', 'F', 'AH0', 'N', 'EY1', 'L', 'Y', 'AH0']",a
8770,paraphrasing,"['P', 'EH1', 'R', 'AH0', 'F', 'R', 'EY2', 'Z', 'IH0', 'NG']",a
8771,parasites,"['P', 'EH1', 'R', 'AH0', 'S', 'AY2', 'T', 'S']",e
8772,parasitic,"['P', 'EH2', 'R', 'AH0', 'S', 'IH1', 'T', 'IH0', 'K']",d
8773,parasitically,"['P', 'EH2', 'R', 'AH0', 'S', 'IH1', 'T', 'IH0', 'K', 'L', 'IY0']",a
8774,parcel,"['P', 'AA1', 'R', 'S', 'AH0', 'L']",a
8775,parceled,"['P', 'AA1', 'R', 'S', 'AH0', 'L', 'D']",d
8776,parcels,"['P', 'AA1', 'R', 'S', 'AH0', 'L', 'Z']",e
8777,pardon,"['P', 'AA1', 'R', 'D', 'AH0', 'N']",d
8778,pardonable,"['P', 'AA1', 'R', 'D', 'AH0', 'N', 'AH0', 'B', 'AH0', 'L']",a
8779,pardoned,"['P', 'AA1', 'R', 'D', 'AH0', 'N', 'D']",d
8780,parentage,"['P', 'EH1', 'R', 'AH0', 'N', 'T', 'AH0', 'JH']",d
8781,parents,"['P', 'EH1', 'R', 'AH0', 'N', 'T', 'S']",e
8782,paris,"['P', 'AE1', 'R', 'IH0', 'S']",e
8783,paris,"['P', 'EH1', 'R', 'IH0', 'S']",e
8784,parish,"['P', 'AE1', 'R', 'IH0', 'SH']",d
8785,park,"['P', 'AA1', 'R', 'K']",d
8786,parked,"['P', 'AA1', 'R', 'K', 'T']",d
8787,parker,"['P', 'AA1', 'R', 'K', 'ER0']",a
8788,parker's,"['P', 'AA1', 'R', 'K', 'ER0', 'Z']",e
8789,parking,"['P', 'AA1', 'R', 'K', 'IH0', 'NG']",a
8790,parkland,"['P', 'AA1', 'R', 'K', 'L', 'AE2', 'N', 'D']",d
8791,parkway,"['P', 'AA1', 'R', 'K', 'W', 'EY2']",a
8792,parliament,"['P', 'AA1', 'R', 'L', 'AH0', 'M', 'AH0', 'N', 'T']",d
8793,parliamentary,"['P', 'AA2', 'R', 'L', 'AH0', 'M', 'EH1', 'N', 'T', 'ER0', 'IY0']",a
8794,parlor,"['P', 'AA1', 'R', 'L', 'ER0']",a
8795,parlors,"['P', 'AA1', 'R', 'L', 'ER0', 'Z']",e
8796,parma,"['P', 'AA1', 'R', 'M', 'AH0']",a
8797,paroxysms,"['P', 'AA0', 'R', 'AO1', 'K', 'S', 'IY0', 'Z', 'AH0', 'M', 'Z']",e
8798,parsons,"['P', 'AA1', 'R', 'S', 'AH0', 'N', 'Z']",e
8799,part,"['P', 'AA1', 'R', 'T']",d
8800,partake,"['P', 'AA0', 'R', 'T', 'EY1', 'K']",d
8801,parted,"['P', 'AA1', 'R', 'T', 'IH0', 'D']",d
8802,partial,"['P', 'AA1', 'R', 'SH', 'AH0', 'L']",a
8803,partiality,"['P', 'AA2', 'R', 'SH', 'IY0', 'AE1', 'L', 'AH0', 'T', 'IY0']",a
8804,partially,"['P', 'AA1', 'R', 'SH', 'AH0', 'L', 'IY0']",a
8805,participants,"['P', 'AA0', 'R', 'T', 'IH1', 'S', 'AH0', 'P', 'AH0', 'N', 'T', 'S']",e
8806,participate,"['P', 'AA0', 'R', 'T', 'IH1', 'S', 'AH0', 'P', 'EY2', 'T']",d
8807,participated,"['P', 'AA0', 'R', 'T', 'IH1', 'S', 'AH0', 'P', 'EY2', 'T', 'IH0', 'D']",d
8808,participating,"['P', 'AA0', 'R', 'T', 'IH1', 'S', 'AH0', 'P', 'EY2', 'T', 'IH0', 'NG']",a
8809,participation,"['P', 'AA0', 'R', 'T', 'IH2', 'S', 'AH0', 'P', 'EY1', 'SH', 'AH0', 'N']",d
8810,particles,"['P', 'AA1', 'R', 'T', 'AH0', 'K', 'AH0', 'L', 'Z']",e
8811,particular,"['P', 'ER0', 'T', 'IH1', 'K', 'Y', 'AH0', 'L', 'ER0']",a
8812,particularly,"['P', 'ER0', 'T', 'IH1', 'K', 'Y', 'AH0', 'L', 'ER0', 'L', 'IY0']",a
8813,particulars,"['P', 'ER0', 'T', 'IH1', 'K', 'Y', 'AH0', 'L', 'ER0', 'Z']",e
8814,parties,"['P', 'AA1', 'R', 'T', 'IY0', 'Z']",e
8815,partisan,"['P', 'AA1', 'R', 'T', 'AH0', 'Z', 'AH0', 'N']",d
8816,partisanship,"['P', 'AA1', 'R', 'T', 'AH0', 'Z', 'AH0', 'N', 'SH', 'IH2', 'P']",d
8817,partitioned,"['P', 'AA0', 'R', 'T', 'IH1', 'SH', 'AH0', 'N', 'D']",d
8818,partly,"['P', 'AA1', 'R', 'T', 'L', 'IY0']",a
8819,partner,"['P', 'AA1', 'R', 'T', 'N', 'ER0']",a
8820,partners,"['P', 'AA1', 'R', 'T', 'N', 'ER0', 'Z']",e
8821,partook,"['P', 'AA1', 'R', 'T', 'UH1', 'K']",d
8822,partridge,"['P', 'AA1', 'R', 'T', 'R', 'IH0', 'JH']",d
8823,partridges,"['P', 'AA1', 'R', 'T', 'R', 'IH0', 'JH', 'IH0', 'Z']",e
8824,parts,"['P', 'AA1', 'R', 'T', 'S']",e
8825,party,"['P', 'AA1', 'R', 'T', 'IY0']",a
8826,paso,"['P', 'AE1', 'S', 'OW0']",a
8827,pass,"['P', 'AE1', 'S']",b
8828,passage,"['P', 'AE1', 'S', 'IH0', 'JH']",d
8829,passages,"['P', 'AE1', 'S', 'IH0', 'JH', 'IH0', 'Z']",e
8830,passbook,"['P', 'AE1', 'S', 'B', 'UH2', 'K']",d
8831,passed,"['P', 'AE1', 'S', 'T']",d
8832,passenger,"['P', 'AE1', 'S', 'AH0', 'N', 'JH', 'ER0']",a
8833,passenger's,"['P', 'AE1', 'S', 'AH0', 'N', 'JH', 'ER0', 'Z']",e
8834,passengers,"['P', 'AE1', 'S', 'AH0', 'N', 'JH', 'ER0', 'Z']",e
8835,passers,"['P', 'AE1', 'S', 'ER0', 'Z']",e
8836,passes,"['P', 'AE1', 'S', 'IH0', 'Z']",e
8837,passing,"['P', 'AE1', 'S', 'IH0', 'NG']",a
8838,passion,"['P', 'AE1', 'SH', 'AH0', 'N']",d
8839,passionate,"['P', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'T']",d
8840,passions,"['P', 'AE1', 'SH', 'AH0', 'N', 'Z']",e
8841,passive,"['P', 'AE1', 'S', 'IH0', 'V']",d
8842,passport,"['P', 'AE1', 'S', 'P', 'AO2', 'R', 'T']",d
8843,past,"['P', 'AE1', 'S', 'T']",d
8844,paste,"['P', 'EY1', 'S', 'T']",d
8845,pasted,"['P', 'EY1', 'S', 'T', 'IH0', 'D']",d
8846,pasties,"['P', 'EY1', 'S', 'T', 'IY0', 'Z']",e
8847,pastor,"['P', 'AE1', 'S', 'T', 'ER0']",a
8848,patch,"['P', 'AE1', 'CH']",b
8849,pate,"['P', 'EY1', 'T']",b
8850,patent,"['P', 'AE1', 'T', 'AH0', 'N', 'T']",d
8851,patesi,"['P', 'AH0', 'T', 'IY1', 'S', 'IY0']",a
8852,path,"['P', 'AE1', 'TH']",b
8853,pathological,"['P', 'AE2', 'TH', 'AH0', 'L', 'AA1', 'JH', 'IH0', 'K', 'AH0', 'L']",a
8854,paths,"['P', 'AE1', 'TH', 'S']",e
8855,patient,"['P', 'EY1', 'SH', 'AH0', 'N', 'T']",d
8856,patiently,"['P', 'EY1', 'SH', 'AH0', 'N', 'T', 'L', 'IY0']",a
8857,patients,"['P', 'EY1', 'SH', 'AH0', 'N', 'T', 'S']",e
8858,patrick,"['P', 'AE1', 'T', 'R', 'IH0', 'K']",d
8859,patriot,"['P', 'EY1', 'T', 'R', 'IY0', 'AH0', 'T']",d
8860,patriotic,"['P', 'EY2', 'T', 'R', 'IY0', 'AA1', 'T', 'IH0', 'K']",d
8861,patriotically,"['P', 'EY2', 'T', 'R', 'IY0', 'AA1', 'T', 'IH0', 'K', 'L', 'IY0']",a
8862,patriotism,"['P', 'EY1', 'T', 'R', 'IY0', 'AH0', 'T', 'IH2', 'Z', 'AH0', 'M']",d
8863,patriots,"['P', 'EY1', 'T', 'R', 'IY0', 'AH0', 'T', 'S']",e
8864,patrol,"['P', 'AH0', 'T', 'R', 'OW1', 'L']",a
8865,patroled,"['P', 'AH0', 'T', 'R', 'OW1', 'L', 'D']",d
8866,patrolled,"['P', 'AH0', 'T', 'R', 'OW1', 'L', 'D']",d
8867,patrolman,"['P', 'AH0', 'T', 'R', 'OW1', 'L', 'M', 'AE2', 'N']",d
8868,patrolmen,"['P', 'AH0', 'T', 'R', 'OW0', 'L', 'M', 'EH1', 'N']",d
8869,patron,"['P', 'EY1', 'T', 'R', 'AH0', 'N']",d
8870,patronized,"['P', 'EY1', 'T', 'R', 'AH0', 'N', 'AY2', 'Z', 'D']",d
8871,patrons,"['P', 'EY1', 'T', 'R', 'AH0', 'N', 'Z']",e
8872,pattern,"['P', 'AE1', 'T', 'ER0', 'N']",d
8873,patterson,"['P', 'AE1', 'T', 'ER0', 'S', 'AH0', 'N']",d
8874,patton,"['P', 'AE1', 'T', 'AH0', 'N']",d
8875,paul,"['P', 'AO1', 'L']",g
8876,pause,"['P', 'AO1', 'Z']",b
8877,pauses,"['P', 'AO1', 'Z', 'IH0', 'Z']",e
8878,paved,"['P', 'EY1', 'V', 'D']",d
8879,paw,"['P', 'AO1']",g
8880,pawnbroker,"['P', 'AO1', 'N', 'B', 'R', 'OW1', 'K', 'ER0']",a
8881,pawnbroker's,"['P', 'AO1', 'N', 'B', 'R', 'OW1', 'K', 'ER0', 'Z']",e
8882,pawnbrokers,"['P', 'AO1', 'N', 'B', 'R', 'OW1', 'K', 'ER0', 'Z']",e
8883,pay,"['P', 'EY1']",g
8884,paying,"['P', 'EY1', 'IH0', 'NG']",a
8885,payment,"['P', 'EY1', 'M', 'AH0', 'N', 'T']",d
8886,payments,"['P', 'EY1', 'M', 'AH0', 'N', 'T', 'S']",e
8887,payrolls,"['P', 'EY1', 'R', 'OW2', 'L', 'Z']",e
8888,pea,"['P', 'IY1']",g
8889,peace,"['P', 'IY1', 'S']",b
8890,peaceably,"['P', 'IY1', 'S', 'AH0', 'B', 'L', 'IY0']",a
8891,peaceful,"['P', 'IY1', 'S', 'F', 'AH0', 'L']",a
8892,peacefully,"['P', 'IY1', 'S', 'F', 'AH0', 'L', 'IY0']",a
8893,peached,"['P', 'IY1', 'CH', 'T']",d
8894,peak,"['P', 'IY1', 'K']",b
8895,pear,"['P', 'EH1', 'R']",g
8896,pearls,"['P', 'ER1', 'L', 'Z']",e
8897,pearson,"['P', 'IH1', 'R', 'S', 'AH0', 'N']",d
8898,pearson's,"['P', 'IH1', 'R', 'S', 'AH0', 'N', 'Z']",e
8899,peas,"['P', 'IY1', 'Z']",b
8900,peckham,"['P', 'EH1', 'K', 'AH0', 'M']",d
8901,pecking,"['P', 'EH1', 'K', 'IH0', 'NG']",a
8902,peculiar,"['P', 'AH0', 'K', 'Y', 'UW1', 'L', 'Y', 'ER0']",a
8903,peculiar,"['P', 'IH0', 'K', 'Y', 'UW1', 'L', 'Y', 'ER0']",a
8904,peculiarities,"['P', 'IH0', 'K', 'Y', 'UW2', 'L', 'IY0', 'EH1', 'R', 'AH0', 'T', 'IY0', 'Z']",e
8905,peculiarly,"['P', 'IH0', 'K', 'Y', 'UW1', 'L', 'Y', 'ER0', 'L', 'IY0']",a
8906,pecuniary,"['P', 'EH0', 'K', 'Y', 'UW1', 'N', 'IY0', 'EH2', 'R', 'IY0']",a
8907,peeking,"['P', 'IY1', 'K', 'IH0', 'NG']",a
8908,peel,"['P', 'IY1', 'L']",g
8909,peeled,"['P', 'IY1', 'L', 'D']",d
8910,peep,"['P', 'IY1', 'P']",b
8911,peeped,"['P', 'IY1', 'P', 'T']",d
8912,peer,"['P', 'IH1', 'R']",g
8913,peered,"['P', 'IH1', 'R', 'D']",d
8914,peers,"['P', 'IH1', 'R', 'Z']",e
8915,peevish,"['P', 'IY1', 'V', 'IH0', 'SH']",d
8916,pell,"['P', 'EH1', 'L']",g
8917,pelvis,"['P', 'EH1', 'L', 'V', 'AH0', 'S']",e
8918,pembroke,"['P', 'EH1', 'M', 'B', 'R', 'OW2', 'K']",d
8919,penal,"['P', 'IY1', 'N', 'AH0', 'L']",a
8920,penalties,"['P', 'EH1', 'N', 'AH0', 'L', 'T', 'IY0', 'Z']",e
8921,penalty,"['P', 'EH1', 'N', 'AH0', 'L', 'T', 'IY0']",a
8922,pence,"['P', 'EH1', 'N', 'S']",e
8923,pending,"['P', 'EH1', 'N', 'D', 'IH0', 'NG']",a
8924,penetrated,"['P', 'EH1', 'N', 'AH0', 'T', 'R', 'EY2', 'T', 'IH0', 'D']",d
8925,peninsula,"['P', 'AH0', 'N', 'IH1', 'N', 'S', 'AH0', 'L', 'AH0']",a
8926,peninsular,"['P', 'AH0', 'N', 'IH1', 'N', 'S', 'AH0', 'L', 'ER0']",a
8927,penitence,"['P', 'EH1', 'N', 'IH0', 'T', 'IH0', 'N', 'S']",e
8928,penitent,"['P', 'EH1', 'N', 'IH0', 'T', 'IH0', 'N', 'T']",d
8929,penitentiary,"['P', 'EH2', 'N', 'IH0', 'T', 'EH1', 'N', 'CH', 'ER0', 'IY0']",a
8930,penknife,"['P', 'AH0', 'N', 'AY2', 'F']",d
8931,pennant,"['P', 'EH1', 'N', 'AH0', 'N', 'T']",d
8932,pennsylvania,"['P', 'EH2', 'N', 'S', 'AH0', 'L', 'V', 'EY1', 'N', 'Y', 'AH0']",a
8933,penny,"['P', 'EH1', 'N', 'IY0']",a
8934,pennyworth,"['P', 'EH1', 'N', 'IY0', 'W', 'ER0', 'TH']",d
8935,pens,"['P', 'EH1', 'N', 'Z']",e
8936,pensile,"['P', 'EH1', 'N', 'S', 'AH0', 'L']",a
8937,pension,"['P', 'EH1', 'N', 'SH', 'AH0', 'N']",d
8938,pensioned,"['P', 'EH1', 'N', 'SH', 'AH0', 'N', 'D']",d
8939,pensioners,"['P', 'EH1', 'N', 'SH', 'AH0', 'N', 'ER0', 'Z']",e
8940,pensions,"['P', 'EH1', 'N', 'SH', 'AH0', 'N', 'Z']",e
8941,pentonville,"['P', 'EH1', 'N', 'T', 'AH0', 'N', 'V', 'IH2', 'L']",a
8942,penultimate,"['P', 'EH0', 'N', 'AH1', 'L', 'T', 'AH0', 'M', 'AH0', 'T']",d
8943,penury,"['P', 'EH1', 'N', 'Y', 'UH0', 'R', 'IY0']",a
8944,people,"['P', 'IY1', 'P', 'AH0', 'L']",a
8945,people's,"['P', 'IY1', 'P', 'AH0', 'L', 'Z']",e
8946,peoples,"['P', 'IY1', 'P', 'AH0', 'L', 'Z']",e
8947,pepper,"['P', 'EH1', 'P', 'ER0']",a
8948,peppermint,"['P', 'EH1', 'P', 'ER0', 'M', 'IH2', 'N', 'T']",d
8949,per,"['P', 'ER1']",g
8950,percent,"['P', 'ER0', 'S', 'EH1', 'N', 'T']",d
8951,percentage,"['P', 'ER0', 'S', 'EH1', 'N', 'T', 'IH0', 'JH']",d
8952,perceptible,"['P', 'ER0', 'S', 'EH1', 'P', 'T', 'AH0', 'B', 'AH0', 'L']",a
8953,perception,"['P', 'ER0', 'S', 'EH1', 'P', 'SH', 'AH0', 'N']",d
8954,percival,"['P', 'ER1', 'S', 'IH0', 'V', 'AH0', 'L']",a
8955,peremptorily,"['P', 'ER0', 'EH1', 'M', 'P', 'T', 'ER0', 'AH0', 'L', 'IY0']",a
8956,peremptory,"['P', 'ER0', 'EH1', 'M', 'P', 'T', 'ER0', 'IY0']",a
8957,perfect,"['P', 'ER1', 'F', 'IH2', 'K', 'T']",d
8958,perfection,"['P', 'ER0', 'F', 'EH1', 'K', 'SH', 'AH0', 'N']",d
8959,perfectly,"['P', 'ER1', 'F', 'AH0', 'K', 'T', 'L', 'IY0']",a
8960,perfectly,"['P', 'ER1', 'F', 'AH0', 'K', 'L', 'IY0']",a
8961,perforations,"['P', 'ER2', 'F', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
8962,perform,"['P', 'ER0', 'F', 'AO1', 'R', 'M']",d
8963,performance,"['P', 'ER0', 'F', 'AO1', 'R', 'M', 'AH0', 'N', 'S']",e
8964,performed,"['P', 'ER0', 'F', 'AO1', 'R', 'M', 'D']",d
8965,performing,"['P', 'ER0', 'F', 'AO1', 'R', 'M', 'IH0', 'NG']",a
8966,perfunctory,"['P', 'ER0', 'F', 'AH1', 'NG', 'K', 'T', 'ER0', 'IY0']",a
8967,perhaps,"['P', 'ER0', 'HH', 'AE1', 'P', 'S']",e
8968,perilous,"['P', 'EH1', 'R', 'AH0', 'L', 'AH0', 'S']",e
8969,period,"['P', 'IH1', 'R', 'IY0', 'AH0', 'D']",d
8970,periodic,"['P', 'IH2', 'R', 'IY0', 'AA1', 'D', 'IH0', 'K']",d
8971,periodical,"['P', 'IH2', 'R', 'IY0', 'AA1', 'D', 'IH0', 'K', 'AH0', 'L']",a
8972,periodically,"['P', 'IY2', 'R', 'IY0', 'AA1', 'D', 'IH0', 'K', 'L', 'IY0']",a
8973,periods,"['P', 'IH1', 'R', 'IY0', 'AH0', 'D', 'Z']",e
8974,peripheral,"['P', 'ER0', 'IH1', 'F', 'ER0', 'AH0', 'L']",a
8975,perish,"['P', 'EH1', 'R', 'IH0', 'SH']",d
8976,perished,"['P', 'EH1', 'R', 'IH0', 'SH', 'T']",d
8977,perjurer,"['P', 'ER1', 'JH', 'ER0', 'ER0']",a
8978,perjury,"['P', 'ER1', 'JH', 'ER0', 'IY0']",a
8979,permanent,"['P', 'ER1', 'M', 'AH0', 'N', 'AH0', 'N', 'T']",d
8980,permanently,"['P', 'ER1', 'M', 'AH0', 'N', 'AH0', 'N', 'T', 'L', 'IY0']",a
8981,permissible,"['P', 'ER0', 'M', 'IH1', 'S', 'AH0', 'B', 'AH0', 'L']",a
8982,permission,"['P', 'ER0', 'M', 'IH1', 'SH', 'AH0', 'N']",d
8983,permissive,"['P', 'ER0', 'M', 'IH1', 'S', 'IH0', 'V']",d
8984,permit,"['P', 'ER0', 'M', 'IH1', 'T']",d
8985,permit,"['P', 'ER1', 'M', 'IH2', 'T']",d
